"RR","DET","maxL","L","ENTR","LAM","TT","study","group","trial","condition"
3.63872799389052,69.6488265499535,25,3.32839262187088,1.56234289617638,80.1426749836303,3.69552262524334,"surrogate","13","u","4a"
3.63872799389052,69.6488265499535,25,3.32839262187088,1.56234289617638,80.1426749836303,3.69552262524334,"surrogate","13","u","4a"
3.37795962244075,69.1051712940412,25,2.97453481261466,1.34355696715475,83.9411836337068,3.4125,"surrogate","13","u","4a"
4.96856225288388,86.6411756169276,68,4.73483672976794,2.12272532317165,90.0704789667291,5.12990979983469,"surrogate","13","u","4b"
4.04752535252209,74.1761731751315,40,3.67880544354839,1.68113552690742,79.3549971628683,4.09886264216973,"surrogate","13","u","4b"
5.99734277677946,90.2102946634397,45,5.50583843797856,2.32068771102608,96.759590806208,8.76646933459626,"surrogate","13","u","4c"
3.54493114095947,77.1851278828023,34,3.41582505991099,1.59839741159712,91.2710922013247,5.1164353859497,"surrogate","13","u","4c"
3.63540489736648,68.2654662734344,28,3.29347645198868,1.55125741448471,86.6714958348424,4.786,"surrogate","13","u","4d"
3.44685979739921,60.1975058177696,20,2.81134178626167,1.22814862226988,75.1486763331146,3.55132061283955,"surrogate","13","u","4d"
4.96856225288388,86.6411756169276,68,4.73483672976794,2.12272532317165,90.0704789667291,5.12990979983469,"surrogate","14","u","3a"
4.04752535252209,74.1761731751315,40,3.67880544354839,1.68113552690742,79.3549971628683,4.09886264216973,"surrogate","14","u","3a"
3.63872799389052,69.6488265499535,25,3.32839262187088,1.56234289617638,80.1426749836303,3.69552262524334,"surrogate","14","u","3b"
3.37795962244075,69.1051712940412,25,2.97453481261466,1.34355696715475,83.9411836337068,3.4125,"surrogate","14","u","3b"
5.99734277677946,90.2102946634397,45,5.50583843797856,2.32068771102608,93.2186113129433,5.77699309987366,"surrogate","14","u","3c"
3.54493114095947,77.1851278828023,34,3.41582505991099,1.59839741159712,86.0058985640381,3.74213227869404,"surrogate","14","u","3c"
3.63540489736648,68.2654662734344,28,3.29347645198868,1.55125741448471,79.1880098653007,3.67782761935277,"surrogate","14","u","3d"
3.44685979739921,60.1975058177696,20,2.81134178626167,1.22814862226988,82.3477932255306,3.53063573956423,"surrogate","14","u","3d"
3.66729305376688,71.2411956256664,37,3.08268156424581,1.39526261248421,82.7795284250391,3.63834303608583,"surrogate","210","u","5a"
4.80024354042687,87.7465879533565,50,4.24723710501653,1.96227074591703,92.5373352427156,6.04438293404601,"surrogate","210","u","5a"
3.36165753390066,70.1523213354199,39,2.87970021413276,1.25511654118145,79.0980699008868,3.22735883191793,"surrogate","210","u","5a"
3.59588632722518,74.3373793628113,31,3.08552112219906,1.42476758796295,84.0449240942762,3.56531093549588,"surrogate","210","u","5b"
4.08773698195051,76.5620643057849,31,3.47976134768367,1.65507975685434,85.2864588919157,4.04580882801848,"surrogate","210","u","5b"
3.64728444006745,72.781121987807,36,3.14423396477235,1.45360840961024,84.2889974421601,3.66652026603087,"surrogate","210","u","5b"
4.32224635180369,80.3280617337044,49,3.42604256791832,1.61950194949478,92.1072063226738,4.82896220194414,"surrogate","210","u","5c"
4.65334419164499,84.8883964742104,37,3.89654039093582,1.83055052157865,90.36776593219,4.83261119284174,"surrogate","210","u","5c"
4.03518149092756,80.4548299059572,39,3.40725131130947,1.60209730877475,89.4727693083248,4.39397302373229,"surrogate","210","u","5c"
3.47011789825734,64.9655102711171,30,2.83614984115778,1.24163217150432,83.3458827096546,3.5370477599777,"surrogate","210","u","5d"
4.16449219856962,77.8627432815961,38,3.68824174728234,1.75175326445329,84.884328075391,4.01004575293416,"surrogate","210","u","5d"
3.31972887890036,65.7686639303995,34,2.94779458768378,1.29773202779667,83.2342889138921,3.54983328827611,"surrogate","210","u","5d"
